Label	Hemisphere	Category	PrimaryLabel	LayerLevel	Summary
Dark Neon Design Tokens	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Design system scuro ad alto contrasto con superfici semitrasparenti e accenti luminosi.
Design System Duolingo Chess	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Design system ispirato a design.duolingo.com e blog.duolingo.com. Palette ufficiale Duolingo, pulsanti 3D estrusi, sagom
Design System Moderno & Minimal per App di Lingue	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Design system basato su estetica pulita e moderna, chip interattivi 3D minimali, palette semantica (Emerald/Rose/Indigo)
Design Token: Palette Deep-Tech & Cyberpunk Minimalist	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Sistema di design tokens e palette colori per l interfaccia utente ispirata a Graphify.com e Caveman.so: Deep Void (#070
StreaksUp Glassmorphic Design System	RIGHT	DESIGN_TOKEN	DESIGN_TOKEN	L2	Design system basato su materiali SwiftUI (.regularMaterial, .ultraThinMaterial), bordi sfumati con gradienti di categor
Tensione tra Controllo Perfezionistico ed Espressione	RIGHT	EMOTIONAL_MEMORY	EMOTIONAL_MEMORY	L1	La costante ricerca dell'eccellenza e il sovraccarico di responsabilità bilanciati attraverso lo sfogo catartico della m
Lezione di Architettura: Backend come Singola Sorgente di Verità e Pipeline di Rendering Pulita	RIGHT	LIFE_LESSON	LIFE_LESSON	L1	Principio guida per lo sviluppo del Cervello Artificiale: il backend SQLite/FastAPI deve essere l unica sorgente di veri
Lezione sui Confini Affettivi & Non-Idealizzazione	RIGHT	LIFE_LESSON	LIFE_LESSON	L1	Non farsi carico unilateralmente della stabilità altrui; l'intensità emotiva non sostituisce la compatibilità e la chiar
Resilienza Operativa & Post-Mortem Emotivo	RIGHT	LIFE_LESSON	LIFE_LESSON	L1	Trattare gli ostacoli e le delusioni come dati da analizzare a mente fredda per iterare e migliorare senza autocommisera
Autenticità & Trasparenza Radicale	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	Priorità assoluta alla sincerità e alla chiarezza nei rapporti; rifiuto di maschere sociali, ipocrisia e passività.
Autonomia, Autosufficienza & Merito	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	Costruire la propria libertà attraverso la competenza tecnica verificabile, l'autosufficienza e l'etica del lavoro.
Continuità Cognitiva Eterna (Zero Context Loss)	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	Valore fondante di Universal AI Brain: nessun pensiero, decisione o ragionamento deve andare perso a causa dei limiti fi
Lealtà & Cura dei Legami Significativi	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	Fedeltà incondizionata a chi ha dimostrato supporto autentico, rispetto e presenza nei momenti critici.
Pierfrancesco Amendola	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L0	Identità centrale, connettoma fondativo e profilo di Pierfrancesco Amendola.
Privacy-by-Design & Zero-Cloud	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	Valore etico cardine: 100% offline, nessun server remoto, nessun tracciamento analytics, nessun account richiesto e pien
Utilità Concreta & Impatto Sociale	RIGHT	PERSONAL_VALUE	PERSONAL_VALUE	L1	La tecnologia deve risolvere problemi reali, proteggere le persone e migliorare l'esperienza umana quotidiana.
Antonio Renato Chieppa	RIGHT	RELATIONSHIP	RELATIONSHIP	L1	Collega di corso e amico con cui condividere appunti, sessioni di studio e motivazione accademica.
Genitori (Madre e Padre)	RIGHT	RELATIONSHIP	RELATIONSHIP	L1	Punto fermo affettivo e motivazionale; destinatari della dedica di tesi e di supporto concreto continuativo.
Marco Di Martino	RIGHT	RELATIONSHIP	RELATIONSHIP	L1	Compagno di percorso accademico e amico fidato con cui condividere la crescita universitaria e le sfide di studio.
Mentorship Accademica (Nadia Brancati & Daniel Riccio)	RIGHT	RELATIONSHIP	RELATIONSHIP	L1	Guide scientifiche del percorso di tesi e ricerca biomedica in Deep Learning presso ICAR-CNR e UniNa.
Radici Partenopee & Territorio	RIGHT	RELATIONSHIP	RELATIONSHIP	L1	Forte attaccamento culturale alla città di Napoli, fonte di ispirazione per progetti software, artistici e teatrali.
3D Force Graph Galaxy Visualizer	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Universo 3D interattivo WebGL in cui i nodi orbitano con forze repulsive e attrattive che li separano ordinatamente lung
Animated Gauge Widget (SwiftUI)	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Componente UI nativo SwiftUI per tachimetro/indicatore di stato circolare animato e reattivo.
AuleStudio Student Mobile Interface	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Interfaccia grafica mobile fluida, pulita e minimale orientata a universitari: schede aula immediate, mappa visiva e con
Componente UI: Navigatore Multilivello a Piani del Palazzo Cognitivo	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Pannello di navigazione e ascensore cognitivo per esplorare la conoscenza su piani semantici (Attico Domini P0, Progetti
Dynamic Island & Living/Dying Flame	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Esperienza Live Activity e Dynamic Island con timer conto alla rovescia a mezzanotte, pulsante 'Fatto' rapido e fiamma v
Frontend Web Tree Explorer (HUD Button)	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Frontend Web Tree Explorer (HUD Button) (Layer: PRESENTATION_LAYER, Tipo: UI_COMPONENT)
Glassmorphism Dark Surface Component	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Componente contenitore a strati con effetto vetro e bordo ad alta definizione visiva.
Multi-Format WidgetKit Suite	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Suite di 4 widget (Single Habit Focus, Today Dashboard, Daily Progress, Weekly Heatmap) e relative complicanze Lock Scre
Redesign Pezzi Scacchiera Duolingo Vettoriali	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Decisione di redesign dei pezzi degli scacchi con vettori SwiftUI parametrici 2D Duolingo puliti e gerarchia visiva prop
Telegram Bot Interface (Mobile I/O)	RIGHT	UI_COMPONENT	UI_COMPONENT	L2	Telegram Bot Interface (Mobile I/O) (Layer: IO_LAYER, Tipo: PERCEPTUAL_INTERFACE)
Restyling Frontend Dark-Tech (Graphify & Caveman Aesthetic)	RIGHT	UI_DESIGN	UI_DESIGN	L1	Restyling estetico completo del frontend in stile ingegneristico d'élite: Topbar IDE unificata a tutta larghezza con HUD
Alertless App Icon Switcher Flow	RIGHT	UX_FLOW	UX_FLOW	L1	Flusso di cambio icona privo di frizione che silenzia l'alert nativo Apple tramite Method Swizzling su UIViewController 
AuleStudio 3-Step Booking UX Flow	RIGHT	UX_FLOW	UX_FLOW	L1	Flusso di prenotazione a zero attrito: 1. Scegli Polo/Aula -> 2. Seleziona Fascia Oraria -> 3. Conferma e genera pass QR
Frictionless Thumb-Zone Flow	RIGHT	UX_FLOW	UX_FLOW	L1	Esperienza d'uso priva di ostacoli con azioni chiave aggregate nell'area di raggiungibilità del pollice (Thumb Zone 44x4
UX ad Ergonomia Immediata (Thumb Zone)	RIGHT	UX_FLOW	UX_FLOW	L1	Interfacce prive di frizione con controlli primari nella zona del pollice e transizioni ultra-reattive (150-250ms).
Richiesta: Esplorazione Nuovi Paradigmi Visuali e Layout per il Grafo	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta utente di visualizzare nuovi disegni, interfacce e layout architetturali per rappresentare il connettoma neura
Deduzione AI: Formalizzazione dei 5 Paradigmi Visuali per il Connettoma	LEFT	AI_REASONING	AI_REASONING	L1	Confermata l'avvenuta ottimizzazione (GraphRAG global context, telemetria, zero-cost stack). Creato showcase interattivo
Episodio: Esplorazione Nuovi Layout e Disegni per l'Interfaccia del Cervello	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Presentazione e analisi interattiva di 5 layout alternativi per l'interfaccia del connettoma a due emisferi.
Dominio: Ingegneria Software & Architetture	LEFT	ROOT_DOMAIN	ARCHITECTURE	L0	Ingegneria del Software, Backend FastAPI, SQLite WAL, Web development, architetture distribuite e linguaggi di programma
Dominio: Sistemi Cognitivi, Neuro-Simbolico & LLM	LEFT	ROOT_DOMAIN	ARCHITECTURE	L0	Sistemi Cognitivi, LLM, GraphRAG, Knowledge Graphs, MCP (Model Context Protocol), Metacognizione e Agentic Systems.
Dominio: Medicina, Salute & Fisiologia	LEFT	ROOT_DOMAIN	ARCHITECTURE	L0	Medicina, Salute, Nutrizione, Fisiologia, Fitness, Dermatologia, Podologia e Bioinformatica Deep Learning (ricerca ICAR-
Dominio: Scienza, Matematica & Algoritmica	LEFT	ROOT_DOMAIN	ALGORITHM	L0	Matematica pura e applicata, Algoritmica teorica, Statistica, Fisica, Teoria dell'Informazione e Modelli Formali.
Dominio: Finanza, Economia & Business	LEFT	ROOT_DOMAIN	BUSINESS_LOGIC	L0	Gestione Finanziaria, Investimenti, Economia, Business Models, Strategia d'Impresa e Gestione Patrimoniale.
Dominio: Produttività, Sistemi Operativi & Automazione	LEFT	ROOT_DOMAIN	COGNITIVE_RULE	L0	Workflow operativi, Strumenti di automazione, Metodologie di Studio e Lavoro, Gestione del Tempo e Life Operations.
Dominio: Design, UI/UX & Creatività	RIGHT	ROOT_DOMAIN	DESIGN_TOKEN	L0	UI/UX Design Dark-Tech, Graphic Design, Brand Voice, Tipografia, Estetica Visiva e Interaction Design.
Dominio: Musica, Audio & Suono	RIGHT	ROOT_DOMAIN	CREATIVE_IDEA	L0	Teoria Musicale, Ear Training, Composizione, Sound Design, Audio Engineering e Produzione Musicale.
Dominio: Filosofia, Etica & Principi di Vita	RIGHT	ROOT_DOMAIN	PERSONAL_VALUE	L0	Filosofia, Stoicismo, Modelli Mentali, Principi Etici, Decision Making, Autodisciplina e Modelli di Saggezza.
Dominio: Relazioni, Comunicazione & Persone	RIGHT	ROOT_DOMAIN	RELATIONSHIP	L0	Relazioni Umane, Famiglia, Amici, Networking Professionale, Comunicazione Interpersonale, Empatia e Dinamiche Sociali.
Dominio: Crescita Personale, Abitudini & Benessere	RIGHT	ROOT_DOMAIN	LIFE_LESSON	L0	Memoria Episodica di Vita, Lezioni Apprese, Abitudini Quotidiane, Riflessioni Personali, Fitness Mentale e Crescita Cont
Dominio: Cultura, Storia & Linguaggi	RIGHT	ROOT_DOMAIN	BRAND_VOICE	L0	Storia, Letteratura, Lingue Straniere, Cultura Generale, Viaggi, Società e Antropologia.
Ristrutturazione e Sigillatura dei 12 Macro-Domini Fondativi	LEFT	USER_INTENT	USER_INTENT	L1	Riorganizzazione gerarchica del connettoma: sigillatura del Piano 0 con 12 macro-domini canonici, riassegnazione di tutt
Deduzione AI: Sigillatura Architetturale Piano 0 e Re-Parenting Connettoma	LEFT	AI_REASONING	AI_REASONING	L1	Eseguita migrazione conservativa: 12 macro-domini canonici registrati a Piano 0 (13 nodi totali con identità centrale), 
Episodio: Ristrutturazione Fondativa del Connettoma a 12 Macro-Domini	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Riorganizzazione storica e sigillo del Piano 0 del Palazzo Cognitivo con 12 Macro-Domini permanenti e blindatura delle r
Intento: Audit critico e mockup frontend del Univ	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Audit critico e mockup frontend del Universal AI Brain
Ragionamento: Audit critico e mockup frontend del Univ	LEFT	AI_REASONING	AI_REASONING	L1	Audit basato sul repository, sul database SQLite e sul connettoma remoto: rilevate criticità di sicurezza API, sincroniz
Episodio: Audit critico e mockup frontend del Univ	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Audit critico e mockup frontend del Universal AI Brain
Intento: Nuove rappresentazioni visuali del conne	LEFT	USER_INTENT	USER_INTENT	L1	Intento espresso da Pierfrancesco: Nuove rappresentazioni visuali del connettoma
Ragionamento: Nuove rappresentazioni visuali del conne	LEFT	AI_REASONING	AI_REASONING	L1	Recuperata la preferenza per un grafo stabile e privo di oscillazioni; creato un secondo artefatto interattivo con cinqu
Episodio: Nuove rappresentazioni visuali del conne	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di dialogo e lavoro su Nuove rappresentazioni visuali del connettoma
Audit Critico e Fix Ottimizzazioni Backend	LEFT	AI_REASONING	AI_REASONING	L1	Analisi approfondita del codice generato, individuazione di 4 bug critici (perdita tags, cross_links, mismatch DB, risch
Ottimizzazione Backend Ibrida con Backup	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di applicare ottimizzazioni backend (indici, cache, CTE) con approccio ibrido e backup preventivo, senza perde
Sessione Ottimizzazione Backend e Audit Sicurezza	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione collaborativa multi-modello (Qwen + Gemini) per ottimizzare il Universal Knowledge Graph. Enfasi sulla sicurezz
Richiesta Metodi Alternativi di Guadagno	LEFT	USER_INTENT	USER_INTENT	L1	L'utente richiede la formulazione di strategie alternative e concrete per generare tra 100 e 500 euro/mese a costo zero 
Strategia Micro-Business e Servizi B2B Leggeri	LEFT	AI_REASONING	AI_REASONING	L1	Strutturazione di quattro canali scalabili a costo zero (Automazioni B2B, Micro-SaaS/App Freemium, Boilerplate di codice
Sessione Alternative di Guadagno Digitale	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Definizione di quattro percorsi operativi di guadagno a costo zero per raggiungere il target di 100-500€ mensili.
Valutazione Monetizzazione YT Shorts AI	LEFT	USER_INTENT	USER_INTENT	L1	L'utente richiede un'analisi di fattibilità per generare 100-500 euro/mese creando YouTube Shorts per bambini generati t
Analisi Saturazione e Approccio Programmatico	LEFT	AI_REASONING	AI_REASONING	L1	Analisi tecnica ed economica: evidenziata l'elevata saturazione, le restrizioni COPPA per i contenuti per bambini con cr
Valutazione Business Model YouTube Shorts AI	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Analisi critica della proposta di monetizzazione tramite canali YouTube Shorts per bambini generati con AI.
Caratterizzazione Fisica e Clinica della Sonda Lineare	LEFT	AI_REASONING	AI_REASONING	L1	Analisi delle proprietà della sonda lineare (frequenze 7-18 MHz, campo visivo rettangolare, risoluzione assiale e latera
Elaborazione Metafore e Spiegazioni Intuitive per AI Causale	LEFT	AI_REASONING	AI_REASONING	L1	Traduzione di concetti ad elevata densità matematica in metafore pratiche ed esempi clinici immediati (es. bias da osped
Identificazione Percorsi Storage e Pulizia Ollama macOS	LEFT	AI_REASONING	AI_REASONING	L1	Analisi dell'architettura di storage di Ollama su macOS: identificati i percorsi ~/.ollama/models/blobs e ~/Library/Appl
Sintesi Teorico-Applicativa Swin Transformer e Deep Stable Learning	LEFT	AI_REASONING	AI_REASONING	L1	Formalizzazione del funzionamento di Swin Transformer (attenzione a finestre traslate gerarchiche) e Deep Stable Learnin
Richiesta Spiegazione Swin Transformer e Deep Stable Learning	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di spiegazione breve, tecnica ed efficace su Swin Transformer e Deep Stable Learning nel contesto della classi
Rimozione Modello Ollama Residuo su macOS	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di individuazione ed eliminazione completa di un modello LLM da 7GB rimasto su disco dopo la disinstallazione 
Spiegazione Ecografi con Trasduttore Lineare	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di definizione, caratteristiche e campi d'uso degli ecografi con trasduttore lineare.
Spiegazione Semplificata Self-Attention e Concetti Causali	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di chiarimento divulgativo e intuitivo sui concetti cardine di self-attention, inferenza causale, confounders 
Episodio: Bonifica Modello Ollama 7GB su macOS	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione dedicata alla localizzazione ed eliminazione dei residui di storage lasciati dal download involontario di un mo
Episodio: Chiarimento Concetti Tesi Breast Cancer Classification	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione incentrata sulla definizione e contestualizzazione di Swin Transformer e Deep Stable Learning per la classifica
Episodio: Panoramica Sonde Ecografiche Lineari	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione dedicata alla comprensione del principio di funzionamento e dei casi d'uso degli ecografi con sonda lineare.
Episodio: Spiegazione Intuitiva Concetti Causali e Attention	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione dedicata alla chiarificazione intuitiva di Self-Attention, Inferenza Causale, Feature Confounders e Decorrelazi
Intento: Fix Demone Sync e Persistenza Render	LEFT	USER_INTENT	USER_INTENT	L1	Risolvere il malfunzionamento del demone di sync, prevenire lo spegnimento di Render e garantire persistenza continua de
Ragionamento: Fix Demone LaunchAgent e Anti-Sleep Render	LEFT	AI_REASONING	AI_REASONING	L1	Diagnosi e risoluzione integrale: TCC sandbox bypass tramite ~/.local/bin, keep-alive 7m anti-sleep, commit git automati
Episodio: Risoluzione Demone e Persistenza Nodi	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di analisi e riparazione del demone di sincronizzazione e della persistenza del connettoma.
Intento: Cloud-Side Git Auto-Push da Render	LEFT	USER_INTENT	USER_INTENT	L1	Eseguire git push automatico direttamente dal cloud ad ogni post/ingestione su Render.
Ragionamento: Architettura Dual-Ring Git Persistence	LEFT	AI_REASONING	AI_REASONING	L1	Implementazione del doppio anello di persistenza: Mac demone + Render server push asincrono.
Episodio: Doppio Anello di Persistenza Cloud	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio sull'approvazione e innesto dell'auto-push Git lato Render per chiudere il cerchio della persistenza.
Verifica Cloud Git Auto-Push Render	LEFT	COGNITIVE_RULE	COGNITIVE_RULE	L1	Nodo di validazione del meccanismo di auto-push Git da Render su GitHub origin main.
Intento: Verifica GITHUB_TOKEN su Render	LEFT	USER_INTENT	USER_INTENT	L1	Verificare l'attivazione e il funzionamento del token GitHub su Render per auto-push cloud.
Ragionamento: Verifica End-to-End Token Render	LEFT	AI_REASONING	AI_REASONING	L1	Conferma del corretto funzionamento dell'ingestione cloud e del connettoma a 354 nodi.
Episodio: Validazione Token GitHub Render	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di verifica dell'inserimento del token GITHUB_TOKEN su Render e test di persistenza.
Richiesta Creazione Video Showcase 60s Universal Brain	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di Pierfrancesco di creare un video tutorial / anteprima di 1 minuto con screenshot, pezzi di codice e spiegaz
Architettura e Realizzazione Video Showcase 60s	LEFT	AI_REASONING	AI_REASONING	L1	Progettazione e implementazione del video engine interattivo a 6 scene in 60 secondi con sintesi vocale, musica cyberpun
Episodio: Creazione Video Showcase 1 Minuto Universal AI Brain	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione dedicata alla creazione dell'anteprima video di 60 secondi, comprensiva di screenshot generati, codice terminal
Intento: Persistenza Telegram e Keep-Alive Demone	LEFT	USER_INTENT	USER_INTENT	L1	Confermare che la persistenza a doppio anello copra Telegram e implementare il keep-alive periodico anti-sleep.
Ragionamento: Copertura Telegram e Keep-Alive 7m	LEFT	AI_REASONING	AI_REASONING	L1	Integrazione Telegram bot con cloud git push e validazione Keep-Alive 7m in sync_daemon.
Episodio: Persistenza Telegram e Heartbeat Demone	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di conferma della persistenza omnicanale (Telegram incluso) e del meccanismo keep-alive.
Intento: Aggiornamento Documentazione README.md	LEFT	USER_INTENT	USER_INTENT	L1	Documentare in modo esaustivo architettura bi-emisferica, backend, algoritmi, doppio anello e frontend nel README.md.
Ragionamento: Riformulazione Completa Documentazione README	LEFT	AI_REASONING	AI_REASONING	L1	Stesura della documentazione ufficiale con copertura completa di backend, algoritmi, persistenza e client.
Episodio: Rilascio Documentazione Ufficiale README	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Episodio di redazione e pubblicazione del README.md completo su GitHub.
Mappatura Ecosistema Linux per Computer Grafica 3D	LEFT	AI_REASONING	AI_REASONING	L1	Strutturazione della risposta evidenziando sia le distribuzioni specializzate (Fedora Design Suite, Ubuntu Studio) sia l
Verifica Distribuzioni Linux e Software di Modellazione 3D	LEFT	USER_INTENT	USER_INTENT	L1	Richiesta di informazioni sull'esistenza di distribuzioni Linux per scaricare e utilizzare software di modellazione 3D.
Episodio: Esplorazione Modellazione 3D su Linux	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione incentrata sulle capacità del sistema operativo Linux e delle sue varianti nel supporto e download di software 
Inversion (Inversione)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Non cercare solo come vincere; definisci come perdere e poi evitalo rigorosamente.
Second-Order Thinking (Pensiero del Secondo Ordine)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	E poi cosa succede? Valuta le conseguenze delle conseguenze a medio-lungo termine.
First Principles (Primi Principi)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Riduci il problema ai suoi assiomi fisici/logici essenziali senza affidarti all'analogia.
Circle of Competence (Cerchio di Competenza)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Definisci con precisione chirurgica ciò che sai e ammetti ciò che ignori.
Opportunity Cost (Costo Opportunità)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Il vero costo di una scelta è il valore della migliore alternativa a cui rinunci.
Antifragility (Antifragilità)	RIGHT	MENTAL_MODEL	MENTAL_MODEL	L2	Trarre vantaggio dal disordine, dagli errori e dalla volatilità anziché limitarsi a resistervi.
Bayesian Updating (Aggiornamento Bayesiano)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Aggiorna la probabilità della tua tesi iniziale in proporzione alle nuove evidenze.
Pareto Principle (80/20)	LEFT	MENTAL_MODEL	MENTAL_MODEL	L2	Il 20% delle cause genera l'80% degli effetti. Trova quel 20% vitale ed elimina l'80% banale.
Feynman Technique (Tecnica di Feynman)	RIGHT	MENTAL_MODEL	MENTAL_MODEL	L2	Se non riesci a spiegarlo in termini semplici a un profano, non lo hai compreso a fondo.
Potenziamento Cognitivo del Connettoma e Integrazione Obsidian Vault	LEFT	USER_INTENT	USER_INTENT	L1	Integrazione bidirezionale di Obsidian Vault con note atomiche, rilevatore tensioni cognitive, weave link engine per nod
Architettura Motori Cognitivi, Sincronizzazione Vault e Test Suite E2E	LEFT	AI_REASONING	AI_REASONING	L1	Implementati 6 nuovi motori Python indipendenti, registrati 12 tool MCP JSON-RPC, aggiunti endpoint REST FastAPI, esteso
Episodio: Rilascio Motori Cognitivi Avanzati e Obsidian Bridge	RIGHT	CONVERSATION_EPISODE	CONVERSATION_EPISODE	L1	Sessione di analisi del progetto Neomas, superamento con architettura ad alte prestazioni SQLite WAL e rilascio completo
App Flash Cards	RIGHT	PROJECT	APP	L1	App iOS nativa per studiare con flashcard.
Palazzografica	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Palazzografica. Stack: C.
Mary	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Mary. Stack: Varie.
Qr Generator	LEFT	PROJECT	APP	L1	A new Flutter project.
Pierfrancesco Amendola	LEFT	PROJECT	PROJECT	L1	- Location: Naples 80125, Italy
Care Track Demo	RIGHT	PROJECT	PROJECT	L1	![Platform](https://img.shields.io/badge/Platform-iOS%2018.0+-blue.svg)
SwiftUI Interface Layer (proj-caretrack-demo)	LEFT	MODULE	UI_COMPONENT	L2	Interfaccia utente dichiarativa SwiftUI per il progetto proj-caretrack-demo.
Sito Certificati	LEFT	PROJECT	PROJECT	L1	This template provides a minimal setup to get React working in Vite with HMR and some ESLint rules.
Psld2 Senza Git	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Psld2 Senza Git. Stack: C++.
Spiegazione Codice Librerire	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Spiegazione Codice Librerire. Stack: Varie.
Psld1	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Psld1. Stack: C++.
App Abbonamenti	LEFT	PROJECT	APP	L1	**SubTracker** è un'applicazione iOS moderna e intuitiva progettata per monitorare tutti i tuoi abbonamenti in un unico 
Tec Web Lezioni	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Tec Web Lezioni. Stack: JavaScript.
App Napoli	LEFT	PROJECT	APP	L1	Progetto Mac: App Napoli. Stack: C, Dart, Python, Swift.
Gioco	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Gioco. Stack: C.
App Palette	RIGHT	PROJECT	PROJECT	L1	A new Flutter project.
Particle Engine Simulation	LEFT	PROJECT	PROJECT	L1	"A real-time **3D particle swarm simulator** built with **Three.js** and a custom CPU-side ""physics"" loop. It seamlessly "
Cypress Tests	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Cypress Tests. Stack: Cypress, JavaScript.
Frontend	RIGHT	PROJECT	PROJECT	L1	A new Flutter project.
Backend	RIGHT	PROJECT	PROJECT	L1	Progetto Mac: Backend. Stack: Express, JavaScript.
App Aule Studio Type Script	LEFT	PROJECT	SCRIPT_TOOL	L1	**UniStudy Italia** è l'applicazione definitiva per gli studenti universitari italiani che cercano il posto perfetto per
Progetto Gestione Bibloteca	LEFT	PROJECT	PROJECT	L1	Sistema di gestione di una biblioteca pubblica/privata/casalinga, tiene traccia di tutto ciò che è necessario e fondamen
App Calcolatori	LEFT	PROJECT	PROJECT	L1	Native iPhone utility suite built with SwiftUI, Swift 6, and iOS 18+.
SwiftUI Interface Layer (proj-appcalcolatori)	LEFT	MODULE	UI_COMPONENT	L2	Interfaccia utente dichiarativa SwiftUI per il progetto proj-appcalcolatori.
App Scadenza	RIGHT	PROJECT	APP	L1	**Traccia le scadenze. Riduci gli sprechi. Risparmia.**
Codice Architettura Tesi	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Codice Architettura Tesi. Stack: Python.
Cervello Artificiale	LEFT	PROJECT	PROJECT	L1	> **Persistent Bi-Hemispheric Knowledge Graph, Hierarchical Tree Engine, Dual-Ring Cloud Persistence & MCP Server for Au
FastAPI REST Endpoints (proj-cervelloartificiale)	LEFT	MODULE	API_ENDPOINT	L2	Pipeline API REST asincrona con validazione Pydantic per proj-cervelloartificiale.
Basi Di Dati Esercizi	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Basi Di Dati Esercizi. Stack: Varie.
Lp   Prova Esame Giugno	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Lp   Prova Esame Giugno. Stack: Varie.
2	LEFT	PROJECT	PROJECT	L1	Progetto Mac: 2. Stack: Varie.
Gennaio 2021	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Gennaio 2021. Stack: Varie.
Marzo 2021	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Marzo 2021. Stack: Varie.
Svolti	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Svolti. Stack: Varie.
Giugno 2021	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Giugno 2021. Stack: Varie.
Compito Settembre	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Compito Settembre. Stack: Varie.
Compito Luglio	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Compito Luglio. Stack: Varie.
Happy Plant Keeper	LEFT	PROJECT	PROJECT	L1	**URL**: https://lovable.dev/projects/cc27e2fa-a880-48d4-8cea-2b8d52a99bf1
Fanta Formula1	LEFT	PROJECT	PROJECT	L1	Un'applicazione di Fantacalcio dedicata alla Formula 1, sviluppata con React Native ed Expo.
Uni Grade Projections Main	LEFT	PROJECT	PROJECT	L1	**URL**: https://lovable.dev/projects/a3846006-ca48-4704-9c96-8dc98198290c
Statistica	LEFT	PROJECT	PROJECT	L1	Progetto Mac: Statistica. Stack: Varie.
